,title,rating,review
1002,The Fifth Element,7," A great change of pace:Most sci-fi films try to break new ground with special effects and visual eye candy, but The Fifth Element created a whole new concept in the genre: the art-action science fiction.While this film has many flaws, particularly in the flow of the plot, visually, it surpasses most sci-fi films I have ever seen. Not even Planet of the Apes (2001) could compete with this film's cinematography. I firmly believe 1997 was a great year for this concept of film, considering the highly visual Alien Resurrection came out the same year. Hopefully, some of the more modern sci-fi films will encompass some of the visual ideals this film set forth."
1003,The Fifth Element,10," One of the most entertaining and fun sci-fi movies ever:Great movie. Almost perfect.It amuses me how so many of the critics of the time bashed it.All of the actors were perfectly cast and did a great job.Laugh out loud moments, touching moments, and just plain fun moments throughout.I think Gary Oldman made comments critical of his performance, but I loved his character."
1004,The Fifth Element,10," This movie has all the right elements!:Last night I watched ""The Fifth Element"" (1997) written /directed by Luc Besson for the first time - somehow I missed it and not being a huge fan of sci-fi, I did not search for it. Better later then never - the movie is pure and marvelous fun. It smiles at itself, does not take itself seriously and it is outrageously beautiful. It is a perfect mixture of Action / Adventure / Romance / Sci-Fi / Thriller/ with the comedy and the funny one, too. It seems to me that Steven Spielberg might have used some ideas of ""The Fifth Element"" in his great ""Minority Report"". The story's five elements, four stones that represent water, earth, fire and air, and a perfect human creature - a girl, must together fight the absolute evil. Bruce Willis is as good as ever doing what he does best -fighting the bad guys (ugly scary aliens and very bad Gary Oldman with a hairdo you have to see to believe) and saving not just a hotel or one big city or even the great country but the Life as we know it. Luc Besson, the director, also wrote the story and the screenplay and I read that he had written it when he was 13. I think it is great that he adapted his own early writings because there is so much joy in it, the joy and happiness that only can be felt in one's childhood. The visuals, the sound, and the music to the film are terrific. The costumes created by another boy-genius, ""enfant terrible"" of Paris haute couture Jean-Paul Gaultier will grab your eye and attention - so shockingly creative and unforgettable they are - the garment Milla was wearing in her first scene, for example. Who would think the wide band-aids can look so sexy yet innocent yet crazy when wrapped around a beautiful girl? Bruce Willis's orange top that matches Milla's blinding red hair, absolutely hilarious outfits DJ Ruby Rhod (Chris Tucker) was proudly wearing? I am smiling now when I just think of them. Milla Yovovich possesses a rare exotic unusual beauty and the eyes, radiant and green like a new spring grass - she was a perfect choice for a perfect creature, the Mankind's only hope for survival in the eternal ferocious struggle between Good and Evil, Creativity and Destruction, Life and Death, Love and Hatred."
1005,The Fifth Element,10," Legendary film that has stood the test of time.:22 years later and this film is still next level compared to the best films today, even today it still plays like a new blockbuster and is excellent entertainment.
Comedy, action and sci-fi are regularly overlaid on top of each other, the volume of content this film manages to squeezes into ~120 minutes is totally amazing and waste scenes are non-existent. The comedy is actually unique and funny and it mixes well with the action. The sci-fi is great and the view of the future is still intriguing (sleeper cells in airplanes, apartments with vertical storage and reconfiguration, instant makeup devices, instant food devices, flying cars, trains that ride vertically up super tall skyscrapers, smart rifles, nuclear powered jetliners, medical devices that can reconstruct human bodies, etc). The acting is great and the characters really come across as real. The action is excellent and is greatly enriched by the previously mentioned overlays.This should really be taught as an example in film school of how to do movies right."
1006,Man of Steel,9," Watched recently and forgot how good it is:An epic Superman film one of the best ones that is incredibly well directed by Zack Snyder! Goes from explaining how Clark/Superman gets sent to earth because of his parents to the right amount of character development with Lois Lane and power along with epic action sequences. I've seen a few times even then I really liked it, this adaption deserves plenty of praise all around. The cast is excellent, beautiful cinematography, amazing story, emotions on point, and superb action!"
1007,Man of Steel,9," Henry makes the best Superman!:I do agree this movie could be better like Lois being more believable and it not being so loud but overall it's a really good movie! Henry is the best Superman and I grew up watching Christopher Reed as Superman and now it would be impossible to watch anyone else as Superman! Henry has the perfect look, has the perfect personality being humble, intelligent and level headed and just comes across as SUPER!I won't go into details of the movie because it's been 9 years since the release and others have outlined the storyline many times.Man of Steel is entertaining and that's what we want and thankfully there isn't are no woke messages which is even better and we can't get away from now!"
1008,Man of Steel,10," A "" MIND-BENDING "" DRAMATIC PERFORMANCE FROM VETERAN BRITISH ACTOR HENRY CAVILL . . . AND THE REST ALL SORTA JUST FALLS INTO PLACE 🌠❗❗:A QUICK "" DVD-REVIEW "" .HENRY CAVILL ⭐ CARRIES THE ENTIRE PICTURE, there is no question about it. And he does so with a little help from the "" FIESTY ⭐❕"" AND "" SPLENDIDLY fun-to-watch "" supporting performance of the 'effusively' pretty, Equally-talented AMY ADAMS ⭐ . She plays ' Lois Lane ', the Man Of Steel's 'PERPETUAL' Love-interest over the decades, since the Comics' very inception. Director Zack Snyder ⭐ { of ""300"" fame } does a truly commendable job of presenting a somewhat "" D A R K E R "" ( - Y E T - VERY REFLECTIVE ) Superman in this film ; whilst still 'generously' allowing the UTTERLY lovable Clark Kent / Kal-El's BEAUTIFUL SPIRIT ⭐ to shine through, from beginning to end .A WHOLESOME, "" FLAMIN'-HOT ⭐❕❕"" 12 MARKS OUT OF 10 : THE MOVIE HAS HEART, SOUL, AND VERY DEFINITELY . . . G U T S ⭐ ."
1009,Man of Steel,8," Very Good!:So we are looking at essentially a remake of Superman (nothing wrong with that).
So how does it compare? Favourably.The original is perhaps a little softer, more romantic and more idyllic whereas the remake is darker, richer and a little more interesting.2 changes that worked for me, the origin part of the story on Krypton which is much more expansive (creating more of a universe feel, literally) and the extended character of Superman Senior. Brando was the quintessential sci-fi 'head in a bottle' character using him to explain Supe's back story in the original, Crowe's character came full combat ready and I think it added well to the overall story.Really enjoyable effort that sits well as a representative of the DC universe :)"
1010,Man of Steel,8," The Day I Stopped Trusting Critics:This movie was dishonestly mauled by critics and reviewers simply because it was directed by Snyder. Watching this again in 2020, I have to say this will go down as a classic in years to come. It's an absolute blast from start to finish and is one of the most loyal adaptations and faithful to the Superman lore found in DC comics. One of its greatest achievements was the magnificent depiction of Krypton and giving Zod the gravitas and motivation that he lacked in Superman II. You felt empathy for him. Shannon was outstanding in his portrayal of Zod; up there with Ledger's Joker.I remember people actually complained about the level of destruction in this movie and the excessive use of special effects, but for me this is what makes a Superman movie. Take off your nostalgia tinted glasses and watch this with an open mind. This is the greatest Superman movie bar none."
1011,Man of Steel,10, 2021 and still one of the best DC films:Hands down the best Superman movie out there. Way ahead of its time.
1012,Man of Steel,8," Ignore the critics:I am old enough to have seen the original 2 Christopher Reeve Superman movies, and the idea of combining them is great. Henry Cavill is a better Superman, Amy Adams is a better Lois Lane, the script is far stronger, the baddies are more believable, I honestly can't understand the negatives; with the exception of the first 20 minutes, which just didn't work. A great attempt, far better than most DC movies, except the Nolan ones."
1013,Man of Steel,10," An Epic Ride!:At first I was very nervous at the prospect of another Superman movie. Especially considering how horrible ""Superman Returns"" was; however, ""Man of Steel"" was a roller coaster of a ride as we not only witness Kal El's (Clark Kent's) origins, but we are shown Superman the way he is supposed to be.With expert direction brought to us by Zack Snyder and the assistance of Christopher Nolan, ""Man of Steel"" is packed full of action and emotional depth. No Superman movie has ever come close to achieving the atmosphere illustrated in the comics or the cartoon series until Zack Snyder's ""Man of Steel"". Sure it has a lot of action, but anyone who is a true Superman fan knows that Kal El's battles were almost always explosively long. Furthermore, the biblical metaphors were absolutely brilliant! As Superman was intended to be portrayed as a ""Christ Like"" figure, you see his journey in ""Man of Steel"" not all that much different from the New Testament. (Ex: When Clark Kent asked the priest for advice, behind him was a stained glass window of Christ praying to His Father before He was arrested and crucified. Next scene Clark Kent willingly submits himself to be arrested, ascends into the ""heavens"", and than descends in a crucified form) As Superman's story is not about becoming the best, but an immigrant facing the challenge of home VS heritage, we see Zack Snyder's portrayal of Superman reflect the ""Man of Steel"" originally designed by Joseph Shuster. Furthermore, who could forget such actors like Henry Cavill (Clark Kent),or Amy Adams (Lois Lane). Every actor in this movie left their mark, but I needed very little convincing to believe that Cavill was the face of Superman, or that Adams could be a persuasive Lois Lane. And although I am not particularly a fan of Michael Shannon, he was the perfect General Zod. With the level of ferocity Shannon provided, not to mention his one liners, this was by far his best role yet!This movie soared through my expectations and it will be the first time I ever give a Superman movie a perfect 10!"
1014,Man of Steel,8," What Superman needed:On the planet Krypton, Jor-El (Russell Crowe) is killed by General Zod (Michael Shannon) after he launches his son with the Codex of Kryptonian genetics to earth. Zod and his men are sentenced and imprisoned in the Phantom Zone. Soon after Krypton implodes. The baby is raised by the Kents (Diane Lane, Kevin Costner). Clark Kent (Henry Cavill) grows up to be a drifter hiding his powers from everybody. Then a spaceship is discovered in 18,000 years old ice. Lois Lane (Amy Adams) is there but Clark pilots it away. It's an earlier scout ship that the Kryptonians sent out. Kryptonians fell into population control and they abandoned space exploration. When Zod arrives on earth, Kal-El is the only hope.This is a darker Superman which is exactly what the franchise needs. This should have been done by Bryan Singer for his reboot rather than trying to copy the Richard Donner version. This is not the Norman Rockwell painting version. Clark Kent is scruffy fisherman and not the boy scout. Even Pa Kent advises against using his powers when his schoolmates' lives are at stake. This is a true reboot.The action looks quite good. Everything is expertly made. There is the Battlestar Galactica TV style of zooming in on the action. The designs look amazing. The hand to hand combat is pretty much all CGI. On one hand, I understand the superpower nature can only be done by CGI. On the other hand, I always prefer real stunts for human size combat. If there is one possible complain, the action doesn't take enough breaks. The audience needs a few more quiet breaks to catch their breath. The action may be too overwhelming.Quite frankly, Superman no longer has the duo personality and he is simply the angst ridden hero. Henry Cavill does a solid job delivering the needed performance. It's not until the end does he become nerdy reporter. The brilliant Michael Shannon does a superb job as General Zod. Overall, this is a solid launching point for a new series of DC comics movies."
1015,Man of Steel,9," What's with all the hate?! I LOVE MAN OF STEEL!!!:Am I one of the few people who actually love this movie? Man of Steel has beautiful visuals, an amazing cast ensemble, and action scenes to blow you away. The story is better than that awful Superman Returns movie and it's like the actors are doing their best. It's no Wonder Woman or Aquaman, but its a very fun watch and completely unforgettable!!"
1016,Man of Steel,10," Best Superman to Date:I love Superman. Every version. I'll defend Superman 4 if you want? But this is the definitive version. The version I've always dreamed of seeing - the version I'd write if I could have. Challenging, thought-provoking, insightful. Not there to be a poster child, but rather to be an inspiration. Inspiration comes through internal struggle and strife, not through BANG BANG, POW POW. I wish DC had more faith in this storyline - cause it was clearly going somewhere wonderful. #ReleaseTheSnyderCut."
1017,Man of Steel,10," The New Superman - a modern look at the greatest hero:To be honest, I didn't really wait for this movie, being very impressed by Christopher Nolan's Batman trilogy. For some reason, I thought that such a furore could not be repeated by director Zack Snyder, unknown to me at that time. Oh, how I changed my mind after I left the cinema. Snyder gave the world a great Man of Steel.What immediately catches the eye is the thoughtful world of the planet Krypton, where the film meets the viewer. It is clear with what love the director approached the project. He showed, albeit briefly, but the utopian world that is doomed to perish. Beautiful futuristic scenery and costumes, its own culture of relationships between characters - all this perfectly demonstrates an alien world.The characters are perfectly spelled out, you understand the motivation of everyone. Superman feels like an outcast, a loner, an outsider. Throughout the film, the viewer sees how he is trying to find his place in an alien world, where he is essentially god.General Zod is a great villain. Snyder and the screenwriters perfectly showed his motivation, desire to save and revive his home. After all, as he himself declares, this is his main mission in this world.Lois Lane is just fine. Contrary to popular opinion based on comics, here the journalist appears to be a rather modest person. However, she is ready to stand up for her interests, enter into the position of others and empathize. Amy Adams is great in this role. The actress shows a completely unusual Lois, it's interesting to look at her.Clark's parents, played by Kevin Costner and Diane Lane, demonstrate exactly what is expected of them on the screen. They prepare their son for the human world as best they can and try to protect him from all adversities. Clark's relationship with his father and their evolution are well shown. As a result, you realize for yourself that with age such a connection only grows stronger. And if conflicts are frequent in adolescence, then closer to thirty Clark misses his father very much, he lacks his wise advice.The visual component is beyond praise. Snyder has always shown himself to be a great visionary. Every frame, every scene - everything is verified and perfect. The presence of computer effects organically fit into the whole picture of the narrative. The viewer is watching a fantastic movie and is absolutely ready to see what the creators offer him.The musical accompaniment from my beloved Hans Zimmer is great. As always, he bypassed himself by creating a futuristic, slightly apocalyptic soundtrack that flows into the necessary scenes with powerful notes. However, there are also very soft melodies that are immediately associated with the parents of a superhero, a farm and something at home.The film is involuntarily compared to the classic pictures about Superman. And although Christopher Reeve was great in this image, Henry Cavill presented it perfectly. His Superman perfectly demonstrates modernity, he is young and hot, still little experienced, but still on guard of justice.The film looks in one breath, the timing of almost two and a half hours is not felt. The story is great, it gives a great start to the whole cinematic universe and looks great as an independent completed story.10 out of 10."
1018,Man of Steel,10," Ahead of its time:I never had the opportunity to see this film in theatres, though, after my first viewing at home, I was instantly blown away by the tone, visuals, soundtrack, story, performance, thriller and action to this film.Man of steel truely felt as though it was an alien invasion film set in our present time.Superman has literally searched to find himself and when he does, he must learn not only learn his origins, though his abilities and how to use them.He was bound to question himself and make mistakes along the way and following his journey is something I'm extremely excited for.Most certainly a superhero film for adults."
1019,Man of Steel,8," The soundtrack is epic.:Henry Cavil is my Superman. He's the best Superman ever. Interesting story, with deep meanings and realism. The camera work is not so good, some parts is good but others it feels like a Michael Bay film. The action sequences are pretty intense and excessive. However the soundtrack is probably the best thing of the movie. I've told it again, Hans Zimmer is a brilliant worker in music. The music names of the movie that I really love is:Flight
Sent here for a reason
If you love these people
What are you going to do when you're not saving the world?Look to the starsJust beautifully pieces in my ears. Overall the movie could have been much better, but I appreciate that it's underrated. For me, the best scene of the entire movie is when Superman learns how to fly in the first time. Just, a masterpiece scene."
1020,Man of Steel,8," ""Welcome to the Planet"".:I'll be taking a somewhat different approach I think, than most reviewers here. When it comes to super-hero movies, I'm not dazzled all that much by the over the top action sequences and the inevitable destruction they bring to the big screen. I'm more into character development and a compelling story line, so an early scene on the planet Krypton really intrigued me. It had to do with the Kryptonian high council and the way they saw themselves versus the population as a whole. The idea was best expressed by Jor-El (Russell Crowe), who decried a society that had lost it's element of choice. The elites of Krypton made decisions for the entire planet based on their status as 'knowing' what was best for their citizens. It sounded very much to me like a recipe for Communism, whereas Jor-El voiced his defiance in terms of a child aspiring to something greater, he saw individuals having the potential to be a force for good in the world, virtually impossible in the command and control society Krypton had evolved into. I thought that concept was rather fascinating, since you don't hear that very much from our own political leaders today.I've long ago given up on the idea that modern films will honor the continuity of characters that originated decades ago, which makes it interesting to consider the origin of the 'S' on Superman's uniform. In both the Richard Donner directed ""Superman"" from 1978 and this picture, the 'S' symbol originated on the planet Krypton, once again with the character Jor-El. I believe he even intimated in this story that with Earth's atmosphere, Kal-El would grow up to be a super man among men. If my recollection of reading Silver Age Superman comics is correct, the 'S' was originally an idea that Ma Kent came up with when she fashioned his first set of clothes from the wreckage salvaged from the rocket that brought him to Earth. The rationale one has to accept in these reboots is is that Earthlings would interpret 'Superman' in the same manner and spell it with just the right letter.So is Superman someone to be trusted or feared? The film seems to suggest that people's reaction to Superman would initially be one of fear, presumably fear of the unknown. There's some merit in that, but with all of his good works on Earth, I'm not sure I agree that one had to be wary of Superman's motives when challenged by General Zod (Michael Shannon). What doesn't help though, in giving movie goers what they want, is for Superman to engage in a battle with his enemy that takes out entire city blocks. That's an area that also diverges significantly from the early canon which insisted that Superman never harm or kill a living being. I know, times and tastes change, so belaboring this point is a meaningless exercise.I think for my last point I'd like to make an observation that definitely suggests a post 9/11 influence. Prior to that horrendous event, epic battles didn't feature the same kind of destructive scenes that are on display here (as well as other recent movies). I refer to those scenes that elicit a subliminal recognition of the horror that occurred on that day, specifically to those rolling dust clouds that unwind down streets surrounded on both sides by canyon walls of high rise buildings, trapping the destruction within their outer walls. If you think back, probably the first time you ever saw something like that was when the Twin Towers fell and the images of destruction were broadcast for the entire world to see.So my viewing of the picture the other day was in preparation for ""Dawn of Justice"" which follows the events here in linear fashion. I suspect and expect that the action in that film will attempt to outdo what we've seen here in terms of size and scope. Not completely necessary for this viewer, but I'll be there."
1021,Man of Steel,10," Criminally Underrated:It is the most criminally Underrated superhero movie ever. It's also the movie that made me love Superman .Zack Snyder best work and Hans Zimmer was amazing. Visuals , Storytelling and Action scene were top notch .Too bad this movie did not get a proper sequel"
1022,Man of Steel,8," How Could They Do this to Superman?!?!:As usual, I find that for some when a movie is made about a super-hero, it has to fit into some pigeonhole, determined by years of comic books. God forbid that someone tries to find a different angle or a new approach. As usual, there is all this nit-picking about details that don't seem real. For heaven's sake, the guy can fly, comes as a baby from another planet, and can go back and forth in time. Let's check the reality thing right now. There have been so many reviews of this that I doubt I can contribute much that is new, but for me, the guy was a multi-dimensional character who has to deal with a hand that is dealt to him. I'm waiting for Superman XIX, ""Superman on the Psychiatrist's Couch."" The guy must have incredible angst during his private moments and feel the weight of the world. Anyway, the acting is quite good, there is lots of action, and under the circumstances, he seems pretty real."
1023,Man of Steel,10," It's all about Henry Cavill!:It was easy to rate this film.... All I had to do was feast my old eyes on Henry Cavill...I actually fell in love with him in the movie, 'The Count of Monte Cristo', many years ago...he's only gotten better looking with age.....Forget the special effects, storyline & direction....it's all about Henry! And for that reason, this movie is a 10!"
1024,Man of Steel,10, Visually and emotionally stunning:By far the most epic and iconic visual experience for a comic movie. Totally recommended.
1025,Man of Steel,10," Best Superman Movie Ever Made:This is what I've been waiting for my whole life - a Superman film that tackles big issues, big ideas and takes risks. I've liked every superman film I've ever seen - but this one felt like it finally lived up to the potential of the character. 11 stars if I could."
1026,Man of Steel,8, SPOILERS:this movie is incredibly underrated!:Caution: spoilers may abound. I think this movie is severely underrated. Most complaints I see are of people who can't let go of the vision of superman they got from Christopher reeve who played a superman who was a god among men who never made mistakes and always knew what to do. That's not someone we relate to in this day and age because in our cynical and jaded society it's impossible to be that morally upright. I like Henry Cavill's superman because he plays a man who has to learn how to be superman. He's not perfect out the gate and he doesn't automatically know how to handle every situation right out the gate. Because of this a lot of lives are lost in the battle of metropolis and superman is forced to end zod because there is no other recourse because there is no way to contain him on earth with all the kryptonian tech is destroyed. Whatever you can say about how believable it is that superman didn't have a choice it's still set up well. Krypton was very beautiful and Russell Crowe made a great jor el. As far as the plot for the movie I understand the criticism that the flashbacks don't make sense but I think the death of Jonathan Kent is done very well because it's a sacrifice intended to keep Clark undercover. All in all its not perfect but it's far from terrible.
1027,Man of Steel,9," Cavill is superb  supporting performances are great  but production and cinematography seal the win:To this day I recall how phenomenal and chills-inducing the original teaser trailer was. What we got was everything promised and more. Russell Crowe as Superman's father was excellent, and foremost I must say that the script was amazing. Michael Shannon as Zod was awesome to the very end, and Henry Cavill was simply incredible in such a role, powerfully eliciting various emotions all while being easy on the eyes. The interspersed flashbacks were done very well. Music was great. Produced by Christopher Nolan? Clearly. The film is gorgeous but has this gritty, dramatic overtone that, when paired with certain cinematographic moments, have the potential of triggering chills or, with me personally, even tears. And I'm not a major Superman fan! With all my praise, the only real gripe I had with the movie was, ironically, most (but not all) of the action; when Superman fought Zod and co, it was a mess of flying and zipping through the air or buildings. Between headache-inducing and monotonous to watch. Which I think goes to show just how impactful of an origin story this was."
1028,Man of Steel,9," amazing:An amazing movie, henry cavill is immaculate, the cinematography is gorgeous and the acting and cgi are top notch.an amazing movie, henry cavill is immaculate, the cinematography is gorgeous and the acting and cgi are top notchan amazing movie, henry cavill is immaculate, the cinematography is gorgeous and the acting and cgi are top notch.an amazing movie, henry cavill is immaculate, the cinematography is gorgeous and the acting and cgi are top notch.an amazing movie, henry cavill is immaculate, the cinematography is gorgeous and the acting and cgi are top notch.An amazing movie, henry cavill is immaculate, the cinematography is gorgeous and the acting and cgi are top notch."
1029,Man of Steel,9," Aged really well:I remember watching this when it came out and thought it was mediocre, but in rewatch last night I really enjoyed it. It wasn't perfect but It was refreshing to watch a more serious hero film after a decade of MCU films.The action scenes were awesome, the speed and power of SM and The Kryptionians were awesome and done really well, the scale of destruction and the feeling that there was something at stake was met. I compare it to the latest Marvel films and they have become to paint by numbers, you never really feel the world is in danger or the world even cares anymore. Cavhill is Superman and it is going to be near impossible to ever replace him with anyone better."
1030,Man of Steel,9," Incredibly epic origin story:Man of Steel is an incredibly epic origin story for Superman that's emotional and action packed, even though there is a little too much destruction in the third act. Henry Cavill is great as Superman. Amy Adams, Kevin Costner, Diane Lane, Russell Crowe and Michael Shannon are all great as well. Zack Snyder's direction is fantastic and the film is extremely well filmed with amazing action sequences. It's well paced and the CG is consistently stunning. The music by Hans Zimmer is incredible."
1031,Significant Other,6," Interesting concept that brings too little.:Interesting concept that is kept mysterious in previews, but quickly spoils the overall concept in the first 10 minutes (or suggests it loudly). Still, there is a mild edge as we try to understand what is happening. After things are clear on the plot, this turns into a mind game psychological thriller. But it lacks enough tension to be a thriller. Maika Moore and Jake Lacy play off each other well, making their couple in tension highly believable. But, the movie overall boils down to a very small point, and this was underwhelming for me. The movie is less mysterious when watching than what the previews suggest leaving a horror and thriller fan disappointed."
1032,Significant Other,9," Why you shouldn't listen to the negative reviews...:I'm seeing a lot of negative reviews from critics calling it a ""waste of time"", and audience reviews of 3/5 stars. But remember, people tend to dislike things that are different. And this film is definitely different.As a Shudder user, I see SO many 1 star reviews of films that I LOVE, saying that they're ""boring"" or ""not horror movies"" (it got so frustrating, I stopped reading them). I've come to the conclusion that the average mainstream-movie watching person only defines a ""horror movie"" as one with a monster/demon/ghost/psycho killer, 90 minutes of interchangeable jump scares (usually of the antagonist appearing BEHIND the characters where only the audience can see), and a high body count.So brilliant films like Garland's Annihilation, Strickland's In Fabric, Benson & Moorhead's Resolution, or in this case, Olsen & Berk's Significant Other, get passed up because they aren't understood, and therefore raves about, by the casual movie-going, mainstream majority.I loved this film because it had all of the criteria you'd hope for in the ever-evolving horror genre... tension, suspense, atmosphere, a fitting score, and even a twist you don't see coming. Just because there aren't gory kill scenes every 7-10 minutes by some grotesque creature does NOT disqualify a film from being classified as horror.So if you truly appreciate horror as an artistic form of film art, something that can make you feel unease and suspense while making you think, then give this a shot and form your own opinion. Fans of horror films like Pontypool, Braid, Hereditary, Come True, or any of the aforementioned films will definitely love and appreciate this one."
1033,Significant Other,6," If You Go Down to the Woods Today...:Ruth and Harry venture into the woods for a bit of a ramble, although if they knew what was ahead I'm sure they wouldn't have taken such a gamble, especially as Ruth has some serious anxiety that she struggles to overcome, and often relies on pills to stop the depth of her despairing, downward plumb, all brought about because of a traumatic childhood, that to this day leaves her confused and misunderstood, as she knows that people can change, their emotions and personalities can range, one minute this, the next minute that, sometimes calm and caring, the next getting ready for combat and overbearing. Suffice to say the lovers walk on the wild side reveals more about themselves than they could ever have imagined."
1034,Significant Other,6," A harmless film that should entertain you plenty:Even though 'Significant Other' has its flaws, I respect a lot about this film. It had an interesting premise with some subtle and clever twists and it got in and got out with a short runtime.The problem this film has is its middle. It feels like it establishes a good tone early. Pretty dark and serious, then all of a sudden things become wacky and it feels like it is going for laughs (I'm torn as to whether this was intentional or it was just coming across this way).It's pretty hard to dislike a film like this though. It's not preachy and trying to shove a message down your throat. It simply wants to entertain you. I'll give it a 6, but a part of me would like to give it a 7. 6/10."
1035,Significant Other,7," Add Horror to the Genres List:I don't know why Horror's not included in the ""Genres"" list; I would call this more horror with sci-fi elements than the other way around.Trying to think of what other films of which this one reminded me, and the closest I could come up with was Under the Skin. While not as creepy and much more overtly explained than that 2013 Scarlett Johansson film, I found definite similarities. To elaborate more on this would be bordering even more on spoiler territory; suffice to say that this film's title is quite the double entendre.I'm liking Maika Monroe more each time I see her, and she does not disappoint here.As a horror enthusiast, I find the present rating of 5.7 for this film far lower than it merits. I found it far superior to the recent Hellraiser reboot and, unlike that film, look forward to watching this one again."
1036,Significant Other,," Enjoyable:I wanted to see this as soon as I saw that Maika was in it because she is fast becoming my new favorite actress, particularly as she seems to be the go-to for good horror/thriller films, and she has not let me down yet. There are some minor issues with the movie itself; some pacing problems - this could have been a bit shorter overall, especially if the twist had come earlier, and once there, I
loved the surprisingly humorous turn the story took, but I was left wanting just a few more shocks and surprises. The twist reminded me of the twist in Malignant, which I did not guess, and which then signaled utter craziness to come, so I was waiting for that to happen, but it was on a much lesser scale..still, this is enjoyable and unexpected, and best of all, it fooled me."
1037,Significant Other,4," Had potential but was ultimately disappointing:This movie starts off with potential but the story crashes. The setting is good, the cinematography is good, and even the acting is decent. Where it falls short is the story. The story disappoints and the ending is just plain irritating.A lot of attention is focused on Maika Monroe, because she is gorgeous. No matter how many days she is in the woods, she still looks perfect.It starts off with what is clearly an alien landing in the forest. So, we are set up for what appears to be an alien/creature/monster movie. Next, we have a couple going on a backpacking trip. They have apparently been together for 6 years and Ruth has some fears/anxiety that her boyfriend Harry is trying to help her overcome.We learn early on that Ruth has some mental struggles, particularly with anxiety disorder and goes pops pills pretty regularly. Uncomfortable in the woods, Ruth sees a deer at night that she believes is watching her. Later, they find what appears to be the same deer, dead in some kind of cocoon. The movie does a good job giving the feeling of uneasiness in the woods, like there is something else out there and our two characters are isolated. There are some unusual sounds/growls here and there that add to it nicely.Harry tries to propose to her on a dramatic cliff and she turns him down, making things very awkward between them. So, they each go off for walks on their own. Ruth finds a cave with some blue glowing liquid, looking similar to the blood from Predator. She turns around and screams and then we don't know what happens.Harry finds her in the woods, looking out of it and takes her back to camp. She's acting weird making us think maybe she is possessed by something. She tells Harry that she wants him to propose to her again on the cliff. He does. This time she says yes and then throws him off the cliff. What! Okay, I am intrigued now. Please story...go somewhere good!Ruth runs away and finally passes out. Other hikers find her and try to help her, but she is sort of a zombie. Suddenly she grabs their knife as Harry come out of the trees looking for her. Okay...clearly this is not the Harry that came to the woods with her. The other hikers try to intervene, but Harry turns into a discount Robert Patrick as the T-1000 and his finger turns into a long blade and he kills them. So.....the alien replicated Harry but is actually liquid metal?So, we get a flashback to the cave. Ruth saw Harry dead and, in a cocoon, so she knew the Harry that was back at camp was some kind of alien replicant.The alien tries to kill Ruth but can't. Since the alien replicated Harry, it also has Harry's feeling for Ruth. The alien explains it is a scout that is supposed to ""report back."" We don't know what the alien is scouting for or what it is supposed to report or what the alien intent is. However, the alien decides it wants to take the hot Earth girl off world in its ship and find a quiet planet somewhere because of what will happen to Earth. It doesn't tell us what or why.Ruth fights and gets away, but the alien captures her and takes her to the cave and begins replicating her. So, the alien becomes a dual replicant of Harry and Ruth. However, Ruth's anxiety disorder is too much for the alien to handle in a sudden rush and while incapacitated, she bashes its head in (like completely) and runs off and drives away. So, the alien isn't actually liquid metal like the T-1000 even though it can turn its fingers into swords of sorts. However.....the alien apparently has magic healing powers to recover from such mortal injury and reconstructs its smashed brains and skull. Okay...that was stupid. It calls her on the radio and as she is driving away, we see what is apparently the alien invasion force landing.So, everything that Ruth goes through is ultimately pointless as this invasion force is shown at the end. Did the alien scout report something back? Apparently, but what was it? The invasion force got there pretty quickly. The alien replicated a deer and then Harry. It didn't have much interaction with humanity. So, what the hell did it report? Couldn't have been much.There is no explanation as to what the aliens want, so the movie is ultimately unsatisfying."
1038,Significant Other,7," A wild ride:This movie is not what it seems. From the title and description I thought this movie was a movie about a haunting or demonic possession. The commercial made it look kind of like a Blair witch type of movie. The first 30 seconds of the movie made it obvious that this was not the case. This is in fact an alien movie. I don't particularly like alien movies they're just not my thing, but after reading critic reviews I decided to give it a chance. With this movie I think a new genre was discovered Sci-Fi horror comedy. This movie breaks all the cliches of the usual thriller genre. Nothing is as it seems and every time you think you have the movie figured out something else wild happens. At one point I was convinced this movie was a parody. I kind of love this movie and what they went for. I know the movie is supposed to have deeper meanings and what not, but as someone who is not a serious person I enjoyed it as a Thriller comedy about aliens and the mystery of love. The first third of the movie had me on edge, the second third had me laughing, and the final third had me yelling at the screen. Once the twists and turns start they don't stop so just enjoy this wild ride for what it is."
1039,Significant Other,7," An enjoyable horror/sci-fi:The movie begins with (what appears to be) a meteorite coming down in the woods.We then meet Harry and Ruth, a couple, who are coming to the woods for a camping and hiking break. Ruth does not seem keen and appears to be carrying substantial trauma. Harry is quite unsympathetic and pushes Ruth to accompany him even though she seems very nervous and reluctant.During the few days Ruth does appear distant and anxious, Harry really doesn't help matters. Ruth wanders off to go pee and finds a cave. On further investigation she finds a pool of iridescent blue gloop.Next thing we see Ruth luring Harry to his death!The setting and claustrophobic atmosphere is gripping. Miriam steals the show completely. Harry's character is annoying and, to me, their relationship just didn't seem real. Unless it was supposed to be unbalanced and with Harry being a selfish arse. That confused me a bit. However it's still a great new horror/sci-fi."
